,Users,Comments,labels
694,@Herkulez1981,wow awful get ban athlete catch take steroid state fact unfortunately way woman try scare speak right come together refuse compete rule,-1.0
695,@Ascalonn88,european amaze politician exists top also elect holy cow,1.0
696,@ashamedrepublican1224,love call rhetoric also hate still give platform,-1.0
697,@martymcfly1391,southern american lady exact reason people look intellectual competency appal,-1.0
698,@user-sw8ke8bh3e,whoever vote congress really need check im get hill eye type,-1.0
699,@alinaqvi902,person like exist write something specific deny full conviction pier n't move clarifies write,0.0
700,@Jeangrey567,great job pier keep hold accountable,1.0
701,@markonline1.,people actually vote woman let sink,0.0
702,@robr177,actually wanted hear say embarrass listened half video decide cant listen anymore woman live reality embarrassment cant deny say everyone heard say try defend cant deny,0.0
703,@arrow564,really living reality never argue idiot drag level beat experience,-1.0
704,@alastair1955,impossible reason person outright deny say even wave face also think talk make enough noise distract people say,-1.0
705,@flobbergassy,watch talk wild way literally ignore fact keep push lie,-1.0
706,@Richard_L_Y,imagine book critic tell review book actually read,0.0
707,@luliahamdan2519,shes prove crazy,-1.0
708,@TMBRKS,way right denies reality insane simply argue people,-1.0
709,@devilquill,sicken still lie still deflect still refuse take responsibility,-1.0
710,@user-el2lv2vb6i,ive intentionally avoid anything guest gaslighterbut pier suck never think felt brain cell die hear,-1.0
711,@flemmingploug2670,imagine call pier morgan crazy insane detach realityholy shit,-1.0
712,@missb5771,actually terrify people vote continue support,-1.0
713,@cullycross4786,marjorie never shut upthe actually talk pier truly amaze,0.0
714,@laurenwalker1048,woman often say world laugh u reference america n't realise actually laugh,0.0
715,@bubbelsssss3044,courage address challenge topic engage discussion many might shy away admirable necessary today world dedication pursuit truth commitment free expression serve inspiration value intellectual honesty open conversation thank murray truth always prevails,1.0
716,@pjpoll9207,truly heartbreaking frighten think individual could exploit trust others utilize intricate detail message ignore vital lesson glean,0.0
717,@trs8696,thanks pier extend interview important issue deserve extra coverage,1.0
718,@evco4426,morgan thank stand whats true sane critical time,1.0
719,@Samoya963,great interview pier thank give clarity fog war especially many champion terrorism whether realize,1.0
720,@evco4426,douglas murray brilliant journalist,1.0
721,@susan3156,australian seek truth clarification war literally could finish watch interview green party thankfully shot proverbial foot parliament last week scary,0.0
722,@hattmancock6396,ridiculously difficult conflict get grip death side propaganda obviously truth say aggressive mob protest really push bound patience make question opinion conflict doubt one day spill street least ukraine russia conflict obvious everyone eu white house down street mod pier open mouth could tell lie,-1.0
723,@user-lv2mr4dh1e,brave intelligent report love keep carry truth,1.0
724,@wayneburke3353,voice reason thankyou douglas,1.0
725,@nadavivry6503,try brain surgery box glove brilliant,1.0
726,@Danbrixton82737,thank pier morgan another great interview,1.0
727,@lianalevin693,important interview thank air,1.0
728,@showoofer6108,use know guy live kibbutz native haasara next border gaza keep take visitor border hung message write wish peace border wall brutally murder october rest peace amit van,0.0
729,@reallifelove,thank sanity clarity,1.0
730,@zenonstepkowski5706,however place shelter medical care also free israeli attack medical staff kill ambulance damage hospital service gaza primary medical care facility operation,0.0
731,@jinayshah7637,need get murray basset debate otherthan go debate year,0.0
732,@HK-rd1tz,ha ha best part think secretary general un year never involve international affair,0.0
733,@jenniferk1208,absolutely fantastic hear two talk sense,1.0
734,@maahirkashyap6904,guest n't say condemn hamas pier n't get pay episode,0.0
735,@TheClipmaroc,pier always turn peaceful conversation heat debate whenever go think,0.0
736,@boualleguikarama6124,amount evidence ever persuade idiot mark twain,-1.0
737,@JunaidAlamWattoo,give opinionated think pier like interview like interview people,0.0
738,@thebinteali,start watch pier think would approach subject point balance like watch kindergarten kid throw tantrum front academic kudos patience intelligence show jeremy len pier disgrace journalism industry whatever shred remain western medium,-1.0
739,@freedom8014,war israel hamas war israel palestinian civilian true,0.0
740,@AlpeshK-co2pz,legend pier still ask question even sleep,0.0
741,@giovanniroma4137,love ask question interrupt try answer,0.0
742,@ozn5669,realize pier interview bring pro palestine guest talk entire time give narrative push agenda love thesis guest,1.0
743,@7ayb,thats first time see someone say hamas israeli palestinian israeli agree,0.0
744,@aliciaalvarados8174,hypocrisy highest level hope government brazenly ignore voice people invent lie break law change law strategically support one side intimidate people opinion avoid real solution absolutely eff,-1.0
745,@karawmak,feel like love pier two episode quickly reminds hat first place lol,-1.0
746,@farymaa,appal interview pier stay respectful give guest chance stop get animated calm reasonable intelligent guest try actual discussion,-1.0
747,@hisuku1,conversation pier like talk child,-1.0
748,@MohammadAli-kh2qo,pier say tried fair mean unfair person try fair fails there humanity leave,0.0
749,@duskplains1235,jeremy say n't trust hamas want ceasefire would call hamas terrorist group help effort find ceasefire paper simple question affect answer make far simple,0.0
750,@Davesmith127,pier buddy kid flunk big time blame take heat guardian pier oh im own one selfsame way imagine pier guy smack ball house break vase who trouble,0.0
751,@michaelw.8331,say terror group time mirror pier appear,0.0
752,@mehmetcoban2886,pier want fair journalist hear side also pier interrupt shout force question construct frame guest,-1.0
753,@maaa9061,unbelievable laugh contrast important subject,0.0
754,@Anne-wo1jl,painful watch pier purpose gentleman clearly explain answer pier hell bent understanding,0.0
755,@Nandi2TheWorld,person muslim propalestinian im embarrass guy laugh rip poster innocent victim wrong wrong,-1.0
756,@nehaahmed206,propalestine tear poster hostage hateful towards family miss love one hard people grieve loss innocent human life despite background guy represent rest u want peace freedom palestinian care safety hostage think he u service fact damage effort towards peace liberty palestinian misrepresent cause,0.0
