,Users,Comments,labels
665,@omiitopa5498,Piers is very good at censoring his guests imo ,-1
666,@nikolatino4656,Well said Owen!!! Respect for the work you are doing,0
667,@DanielRaa,This young man restored my hope of western people he showed me that anyone can look for the real situation by themselves not been shoved down their throat what media says and believes it,1
668,@retiredthankgoodness,"Owen is extremely knowledgeable and I love the way he exposes Piers Morgan's 'revision of history'. As always, the only way Piers knows how to 'win' an argument is to shout his guests down.",1
669,@youna2798,When piers is losing the debate “this is my show! I ask the questions! Not you!” ,0
670,@ma3nak,"Owen Jones, you’re not annoying at all. Actually you’re too educated and detailed that it would only annoy an insecure debater that doesn’t have your smarts and incredible detailed memory. Thanks for the accurate revisions of history. You’re a LEGEND Owen Jones. Thank you pries for exposing me to such an inspirational thinker.",-1
671,@mikekasem,"Owen thank you, you brought up all the points I have been thinking about.  Thank you pierce for having him on, but listen to him. Morality doesn’t matter when it is genocide. 50 percent of homes destroyed… not genocide?",-1
672,@TheLejla1000,Thank you Owen for telling the truth 🇵🇸,1
673,@xzarachoudhuryx,"Absolute well done to Owen! Always calm, collected & just brilliant in speaking facts and truth. Whilst Piers cannot stand it when he’s been proved wrong many times by an articulate and intelligent person. It’s like does he hear what he says because he sounds like he’s been programmed to repeat the same stuff and not accept any truth ️",1
674,@flyingbird1756,"Again, Piers being eaten on his own show. Great job, Owen.",1
675,@aminulislam1545,Piers loves answering his own questions and debating himself. And still lost ,1
676,@alygodsquad,I wish Owen had been given more air time in this - he clearly knows his stuff !,0
677,@hassouna_2229,He finished the interview at the best moment,1
678,@astrimadjid,"Keep up the great work, Owen ",1
679,@omiitopa5498,The problem I have with Piers is that he can’t look past his own characterization of ppl - his views are actually prejudicial and he is simply ignorant of this fact .  Owen is right to call out the double standard with objective facts not subjective characterizations,-1
680,@trollinbastard8968,"I do believe this interview should've been a lot longer. It was energetic, sure, but they both could come to an understanding and share their viewpoints well enough so us, the public, could think and care about it.",0
681,@lordofdarkness131,"""if you have the possibility to kill them all, and you just kill half of them, it doesn't qualify as a genocide"" - Book of Morgan, 2023",-1
682,@mohammed-ali1776,"Please do another interview. This man is interested, but not emotionally lost, like many other people you interviewed.

Very informative and precise details he mentioned should be listened to.",0
683,@eddiem1155,"I hope April reads these comments, cause she has overwhelming support from us normal people in society... we're with you 100% hope y'all can keep bringing her on to speak truth in this weird ass world we're in today",0
684,@NathanTeaches,Good for her for protecting women.,1
685,@donnadegriowinnegar9592,This is ridiculous!! She gets punishment for speaking the truth!!,0
686,@yoyoglock4,I hope she wins her appeal! ,1
687,@Travel_Geek_Channel,That we are even having this discussion is beyond ridiculous.,-1
688,@nikkiclark9145,"April,stay strong. Definitely appeal this moronic decision. It's unfair and unjust. You deserve better.",0
689,@eastwood111,Good for her for speaking truth!,1
690,@cyberdog1162,"Unbelievable this girl gets banned for this, disgraceful and the world's gone mad",-1
691,@ShivonneEngen,I need this hoodie!! Thank you April for risking everything you have worked for for standing up for what is right.,1
692,@jackiemckenna,This is getting ridiculous. Kids will stop going into sports because of this crap!! Wise up the sports academys now!!,-1
693,@janewilliams5818,"Womens sport needs protecting full stop! Thank you for being brave and talking about this despite the backlash you receive. Why aren't transmen just as prominent in this ongoing debate because they still compete in the women's categories that's why, they would get their arses kicked if they competed with men. World is going crazy, it needs to stop!",1
694,@gil6875,"Piers some people might hate you for your interviewing priorities.
To me you always work hard to make sure your gests answer the question.

You are great and more people should interview like you ",0
695,@JanMider,Ridiculous.  Thanks for standing up for women.,1
696,@sypham1039,“It’s nuts isn’t it?” I see what you did there Piers ,-1
697,@jimrodda,"Well done April for taking a stand against trans women in female sport's, let trans athletes have their own competition in sport.",1
698,@Riana.dS.,Great interview.  All the very best to April Hutchison with the appeal and her road ahead.,1
699,@doctorbigsmiles,"We need to have a category for trans athletes, or an open category. While I support people who are trans, not in these cases",1
700,@AngelusM0rtis,All she did was state the absolute truth,1
701,@Christian-yr3hy,"Nothing better than seeing a woman with bigger knees, wrists, shoulders, jaw not only cosmetics. But also strength.",0
702,@Herkulez1981,"Wow this is awful , getting the same ban as athletes csught taking steroids for statlng facts ? Unfortunately only way for women now that they try to scare them to not speak up for their rights is to come together and refuse to compete under these rules",-1
703,@Ascalonn88,"As an European, I am amazed that such a politician exists and on top of that was also elected. Holy cow.",1
704,@ashamedrepublican1224,"I love that they’re calling her out on her bs rhetoric , but I also HATE THAT THEY ARE STILL GIVING HER A PLATFORM",-1
705,@martymcfly1391,"As a southern American,  this lady is the exact reasons some people look down on our intellectual competency.  Appalling!",-1
706,@user-sw8ke8bh3e,"Whoever voted for her to be in congress really need to check themselves. I'm  getting ""the hills have eyes"" type.",-1
